member,lead,trust,err
transformer,48,0.5,369.6117636482984
cliper,48,1.0,538.2172089020579
cons_aiwp,48,1.0,46.61624708585649
pangu,72,1.0,174.71252053432377
fengwu,72,1.0,35.82679472911696
gru,72,0.5,283.2993816009562
transformer,72,0.5,442.97276011242025
cliper,72,1.0,737.1145355348374
cons_aiwp,72,1.0,81.75757093523538
pangu,24,1.0,45.44073969076618
fengwu,24,1.0,67.85579471550956
gru,24,0.5,156.50937340325717
transformer,24,0.5,130.35627721849414
cliper,24,1.0,124.4792626591221
cons_aiwp,24,1.0,32.570531390921225
pangu,48,1.0,35.90996439383483
fengwu,48,1.0,51.75667279544362
gru,48,0.5,560.5287356710247
transformer,48,0.5,452.14094165299605
cliper,48,1.0,158.3971377055494
cons_aiwp,48,1.0,15.968129662907822
pangu,72,1.0,156.1855433493108
fengwu,72,1.0,302.7507770263648
gru,72,0.5,730.7049221698852
transformer,72,0.5,456.42615478626743
cliper,72,1.0,322.90452829066055
cons_aiwp,72,1.0,77.71216520612323
pangu,24,1.0,33.358477993367664
fengwu,24,1.0,41.907101139263624
gru,24,0.5,173.28080879204714
transformer,24,0.5,157.7392127637511
cliper,24,0.5,184.5628345207548
cons_aiwp,24,1.0,35.51100361421986
pangu,48,1.0,92.13048651927186
fengwu,48,1.0,88.95594131564711
gru,48,0.5,536.4310574356116
transformer,48,0.5,502.21757140126306
cliper,48,0.5,579.2746122390233
cons_aiwp,48,1.0,89.6973182726249
pangu,72,1.0,62.62841451046719
fengwu,72,1.0,62.64559393143008
gru,72,0.5,783.3610420425146
transformer,72,0.5,715.1650525253068
cliper,72,0.5,834.0413885274595
cons_aiwp,72,1.0,41.290602080036344
pangu,24,1.25,37.58658844967843
fengwu,24,1.25,33.63830829031921
gru,24,0.5,177.34585527635355
transformer,24,0.5,211.9893980953179
cliper,24,0.5,167.07656025342365
cons_aiwp,24,0.5,34.07025451184486
pangu,48,1.25,57.40593676106925
fengwu,48,1.25,91.64761410718714
gru,48,0.5,356.1410185586003
transformer,48,0.5,369.86906528912584
cliper,48,0.5,393.3917648014753
cons_aiwp,48,0.5,63.4166466972655
pangu,72,1.25,75.59937919979501
fengwu,72,1.25,51.10675551176521
gru,72,0.5,461.0231745269759
transformer,72,0.5,622.2553269381127
cliper,72,0.5,432.5475679625773
cons_aiwp,72,0.5,61.970336568882296
pangu,24,1.0,35.90996439383483
fengwu,24,1.0,23.929119189695154
gru,24,0.5,238.61310156128448
transformer,24,0.5,188.88806030516815
cliper,24,0.5,68.45186327564595
cons_aiwp,24,1.0,5.834586963593311
pangu,48,1.0,73.36220209005809
fengwu,48,1.0,39.79726746161968
gru,48,0.5,296.86087783802446
transformer,48,0.5,209.86737113762345
cliper,48,0.5,47.44761453408154
cons_aiwp,48,1.0,16.762643711653947
pangu,72,1.0,109.1684995698363
fengwu,72,1.0,320.9880532414173
gru,72,0.5,699.1597067360221
transformer,72,0.5,974.391747301312
cliper,72,0.5,835.1373029304668
cons_aiwp,72,1.0,208.10068012805607
pangu,24,1.0,16.73123525292955
fengwu,24,1.0,35.14320572450041
gru,24,0.5,394.1058861482083
transformer,24,0.5,426.89002088976594
cliper,24,1.0,250.00079835778004
cons_aiwp,24,1.0,25.850154530605842
pangu,48,1.0,385.61245088611014
fengwu,48,1.0,383.4591106126571
gru,48,0.5,1346.9708653259152
transformer,48,0.5,1515.6071569933622
cliper,48,1.0,1086.471300123545
cons_aiwp,48,1.0,384.3410753281001
pangu,72,1.0,65.21915214929786
fengwu,72,1.0,124.46292288292821
gru,72,0.5,1189.0364534017033
transformer,72,0.5,1460.4462339571173
cliper,72,1.0,797.9512152256373
cons_aiwp,72,1.0,94.74295843697145
pangu,24,1.0,257.81694116955737
fengwu,24,1.0,30.142332127789025
gru,24,0.5,871.7099469990549
transformer,24,1.0,1016.4702716660372
cliper,24,1.5,1141.838114933824
cons_aiwp,24,1.0,114.42120568471509
pangu,48,1.0,255.0058662504671
fengwu,48,1.0,96.61124664862676
gru,48,0.5,556.5555366514386
transformer,48,1.0,700.5004637000991
cliper,48,2.0,1308.019719811301
cons_aiwp,48,1.0,175.24384174054816
pangu,24,1.0,62.62841451046719
fengwu,24,1.0,36.51157743818125
gru,24,1.5,371.1258041023346
transformer,24,1.5,345.5415203324207
cliper,24,1.0,120.05594847088754
cons_aiwp,24,1.0,47.7097628179066
pangu,48,1.0,50.22666697482304
fengwu,48,1.0,89.06051060373446
gru,48,1.5,884.6239812165724
transformer,48,1.5,767.0473206179104
cliper,48,1.0,373.32069631874316
cons_aiwp,48,1.0,20.4788459218488
pangu,72,1.0,353.8015616617974
fengwu,72,1.0,274.26908839413426
gru,72,1.5,563.7855084491501
transformer,72,1.5,448.5583354015082
cliper,72,1.0,146.90261520359422
cons_aiwp,72,1.0,122.71434086637268
pangu,24,1.0,556.5863570131385
fengwu,24,1.0,29.66455014070105
gru,24,0.5,739.7151102373398
transformer,24,0.5,906.6108425172396
cliper,24,0.25,991.3496128305893
cons_aiwp,24,1.0,291.93727963757306
pangu,24,1.0,340.81910049366724
fengwu,24,1.0,320.9880532414173
gru,24,1.0,536.2659112142189
transformer,24,1.0,575.072449627204
cliper,24,1.0,596.9506420224305
cons_aiwp,24,1.0,331.15733896545555
pangu,48,1.0,49.8820338245141
fengwu,48,1.0,81.18355752400824
gru,48,0.5,852.1087601082271
transformer,48,0.5,749.3940722593395
cliper,48,0.5,604.925551032049
cons_aiwp,48,1.0,51.657161781932935
pangu,24,1.0,81.59778556325573
fengwu,24,1.0,95.675922289474
gru,24,0.5,498.1668293166182
transformer,24,0.5,519.8129539712669
cliper,24,0.5,612.961482500082
cons_aiwp,24,1.0,86.85141412145555
pangu,48,1.0,72.63545650023075
fengwu,48,1.0,30.142332127789025
gru,48,0.5,546.3005337476327
transformer,48,0.5,573.4867455837875
cliper,48,0.5,554.8230814119952
cons_aiwp,48,1.0,47.20837831360614
pangu,72,1.0,372.7292698491611
fengwu,72,1.0,117.45631480417273
gru,72,0.5,705.3684716498487
transformer,72,0.5,809.272740342706
cliper,72,0.5,962.9882632219555
cons_aiwp,72,1.0,244.69870730434803
pangu,24,1.0,57.25091651653259
fengwu,24,1.0,34.501399128118344
gru,24,0.5,35.67913910165864
transformer,24,0.5,72.05321573558302
cliper,24,0.5,76.07028889353158
cons_aiwp,24,1.0,44.92878489251223
pangu,48,1.0,97.79945400821201
fengwu,48,1.0,47.22353867484244
gru,48,0.5,307.09605783336286
transformer,48,0.5,332.10400297249817
cliper,48,0.5,314.2675649629514
cons_aiwp,48,1.0,37.13511857495021
pangu,72,1.0,99.77955575417292
fengwu,72,1.0,42.104141042206514
gru,72,0.5,534.8376931325321
transformer,72,0.5,557.8071582973541
cliper,72,0.5,516.3899867747316
cons_aiwp,72,1.0,70.98516252405807
pangu,24,1.25,839.3869640031184
fengwu,24,0.5,71.90222034169194
gru,24,0.5,753.063320483927
transformer,24,0.5,614.2055914242246
cliper,24,1.25,1637.922982745907
cons_aiwp,24,1.25,405.6995150084966
pangu,24,1.0,12.306824738515992
fengwu,24,1.0,61.35413137365369
gru,24,0.5,264.5983365730672
transformer,24,0.5,273.67810655266885
cliper,24,1.0,169.88465680795443
cons_aiwp,24,1.0,32.29795276818041
pangu,48,1.0,30.614579948603375
fengwu,48,1.0,54.27510943898072
gru,48,0.5,577.3663816008706
transformer,48,0.5,588.4312856174272
cliper,48,1.0,427.34445202753113
cons_aiwp,48,1.0,41.33360308991809
pangu,72,1.0,141.36861571147554
fengwu,72,1.0,141.36861571147554
gru,72,0.5,750.2543957843703
transformer,72,0.5,759.0329654138386
cliper,72,1.0,563.4289159345971
cons_aiwp,72,1.0,141.36861571147554
pangu,24,1.0,90.47308077944639
fengwu,24,1.0,74.33543452455025
gru,24,0.5,170.03307157291715
transformer,24,0.5,185.13302215069515
cliper,24,0.5,203.43924079038192
cons_aiwp,24,1.0,80.21290220752017
pangu,48,1.0,95.77264107576329
fengwu,48,1.0,28.20169211878855
gru,48,0.5,349.4723341363992
transformer,48,0.5,379.59891440775385
cliper,48,0.5,360.13267097298126
cons_aiwp,48,1.0,59.32045183635198
pangu,72,1.0,199.62058371540024
fengwu,72,1.0,117.24388040710751
gru,72,0.5,594.8886506564439
transformer,72,0.5,646.5599553868369
cliper,72,0.5,563.4708210940975
cons_aiwp,72,1.0,159.03170564766964
pangu,24,1.0,44.76680364193606
fengwu,24,1.0,63.766854289199564
gru,24,0.5,55.73148155410225
transformer,24,1.0,22.262262750623076
cliper,24,0.5,38.354037121585044
cons_aiwp,24,1.0,48.89498093129525
pangu,48,1.0,45.12648115585575
fengwu,48,1.0,45.96888469248532
gru,48,0.5,71.67599133186279
transformer,48,1.0,94.77130655337842
cliper,48,0.5,188.7531423803318
cons_aiwp,48,1.0,21.23527625727908
pangu,72,1.0,261.4912682604122
fengwu,72,1.0,546.5565889231023
gru,72,0.5,160.8238507281742
transformer,72,1.0,242.30349974243143
cliper,72,0.5,428.9505095309175
cons_aiwp,72,1.0,400.68679295929746
pangu,24,1.0,326.6410608024492
fengwu,24,1.0,41.226852675220144
gru,24,0.5,128.99007821973544
transformer,24,0.5,139.46649726927726
cliper,24,0.5,181.26319717211757
cons_aiwp,24,1.0,163.08894411204642
pangu,24,1.0,7.65633960219736
fengwu,24,1.0,7.65633960219736
gru,24,1.0,47.65539504154666
transformer,24,1.0,29.093733631498296
cliper,24,1.0,130.67248896066948
cons_aiwp,24,1.0,7.65633960219736
pangu,48,1.0,76.2353432132595
fengwu,48,1.0,141.36861571147554
gru,48,0.75,196.34466915132026
transformer,48,0.75,185.25050730565846
cliper,48,0.75,235.3513257238834
cons_aiwp,48,1.0,91.65470143851485
pangu,72,1.0,53.94345215008038
fengwu,72,1.0,71.50275316154809
gru,72,0.5,414.681826609551
transformer,72,0.5,444.92732344408563
cliper,72,0.5,204.64040323179978
cons_aiwp,72,1.0,27.39390822834858
pangu,24,1.0,56.84575149264765
fengwu,24,1.2,39.16435421576757
gru,24,0.5,79.78079374778093
transformer,24,0.5,110.67454361001896
cliper,24,0.5,92.24130559611359
cons_aiwp,24,1.2,46.43070023341381
pangu,48,1.0,273.17248726634546
fengwu,48,1.2,28.258030124355795
gru,48,0.5,262.0090871722366
transformer,48,0.5,297.4442710355019
cliper,48,0.5,375.5903259856157
cons_aiwp,48,1.2,127.3718757547261
pangu,24,1.0,235.65761418824087
fengwu,24,1.0,222.74942094303435
gru,24,0.5,53.670909795679776
transformer,24,0.5,79.09344578510752
cliper,24,0.5,80.46681806931929
cons_aiwp,24,1.0,227.78891625089122
pangu,24,1.0,39.0292458340442
fengwu,24,1.0,71.1995870983579
gru,24,0.5,55.70903700951867
transformer,24,0.5,85.1302852037123
cliper,24,0.5,110.74868939257067
cons_aiwp,24,1.0,49.80663482541947
pangu,48,1.0,235.65761418824087
fengwu,48,1.0,233.50918636900138
gru,48,0.5,190.1816777708548
transformer,48,0.5,227.76905439645702
cliper,48,0.5,369.81122377274426
cons_aiwp,48,1.0,230.0734714301459
pangu,24,0.5,68.97199194507951
fengwu,24,1.0,68.97199194507951
gru,24,0.5,274.8784598192346
transformer,24,1.5,265.8339697547244
cliper,24,1.5,303.5940572257172
cons_aiwp,24,0.5,68.97199194507951
pangu,24,1.0,56.663967260579916
fengwu,24,1.0,38.26653308591071
gru,24,0.5,142.83056754073905
transformer,24,0.5,151.5941156061804
cliper,24,0.5,163.86317102014448
cons_aiwp,24,1.0,36.76673128425115
pangu,48,1.0,132.61945290651428
fengwu,48,1.0,144.28620976175836
gru,48,0.5,187.0992628324881
transformer,48,0.5,221.10192561858952
cliper,48,0.5,217.6800931925978
cons_aiwp,48,1.0,137.64354140130445
pangu,72,1.0,291.3298224627934
fengwu,72,1.0,271.33722407439745
gru,72,0.5,243.0139950851462
transformer,72,0.5,293.39931078296473
cliper,72,0.5,240.08596196028415
cons_aiwp,72,1.0,279.49527181375043
pangu,24,1.0,77.97070338408122
fengwu,24,1.0,46.895255692604415
gru,24,0.5,199.86671442484308
transformer,24,0.5,174.00019599921328
cliper,24,0.5,231.69389054586594
cons_aiwp,24,1.0,53.28670596817709
pangu,48,1.0,807.7909421188119
fengwu,48,1.0,1042.1431698727104
gru,48,0.5,450.0395639928201
transformer,48,0.5,491.30681700321384
cliper,48,0.5,421.59348168798306
cons_aiwp,48,1.0,924.3944883491264
pangu,24,1.0,15.478605236431564
fengwu,24,1.0,39.293232568603905
gru,24,0.75,130.5512075897492
transformer,24,0.75,109.05651771473255
cliper,24,0.75,90.43838110220004
cons_aiwp,24,1.0,26.16892319781774
pangu,48,1.0,150.62535820697767
fengwu,48,1.0,135.54038947551075
gru,48,0.75,276.5389775404955
transformer,48,0.75,258.2702906258939
cliper,48,0.75,243.31571017900293
cons_aiwp,48,1.0,142.2924590230672
pangu,24,1.0,33.796003645920365
fengwu,24,1.0,33.796003645920365
gru,24,1.5,118.93297129116687
transformer,24,1.5,71.17866629086323
cliper,24,1.0,105.0793452618542
cons_aiwp,24,1.0,33.796003645920365
pangu,48,1.0,103.76157108072319
fengwu,48,1.0,86.88434541792336
gru,48,1.5,219.00893757100897
transformer,48,1.5,150.84983862947433
cliper,48,1.0,195.2062300654232
cons_aiwp,48,1.0,90.18313023793367
pangu,24,1.0,72.2767023189631
fengwu,24,1.0,52.17184752866888
gru,24,0.5,88.93477550857821
transformer,24,0.5,34.94466755070613
cliper,24,0.5,84.11120719278009
cons_aiwp,24,1.0,59.284976070874144
pangu,48,1.0,116.87741134088228
fengwu,48,1.0,136.00919907706734
gru,48,0.5,176.19277281242086
transformer,48,0.5,84.80695418457671
cliper,48,0.5,211.65939911501243
cons_aiwp,48,1.0,125.6967861017481
pangu,72,1.0,207.12040833501834
fengwu,72,1.0,158.20954755232694
gru,72,0.5,227.6165065245496
transformer,72,0.5,130.15268207422815
cliper,72,0.5,221.6838242615402
cons_aiwp,72,1.0,177.00514661727118
pangu,24,1.0,55.37204901535786
fengwu,24,1.0,128.57009602789034
cons_aiwp,24,1.0,91.16802398721727
pangu,48,1.0,164.77594588909758
fengwu,48,1.0,28.325974934397617
cons_aiwp,48,1.0,96.80167482270119
pangu,72,1.0,87.54070088571933
fengwu,72,1.0,32.708717379404554
cons_aiwp,72,1.0,28.680777679022754
pangu,24,1.0,26.719666482644683
fengwu,24,1.0,49.841225115435385
gru,24,0.5,97.25646692886394
transformer,24,0.5,79.90705798520554
cliper,24,0.25,197.2503015901431
cons_aiwp,24,1.0,38.26889883648258
pangu,48,1.0,156.27631752492016
fengwu,48,1.0,106.10731061919509
gru,48,0.5,420.8948502866922
transformer,48,0.5,364.0434631172065
cliper,48,0.25,613.4629543393609
cons_aiwp,48,1.0,131.00276477839364
pangu,24,1.0,119.72088325946703
fengwu,24,1.0,119.76672300953605
gru,24,0.25,235.25772616061147
transformer,24,0.25,231.28794882603486
cliper,24,1.0,180.80865434936112
cons_aiwp,24,1.0,115.39805470167721
pangu,24,0.75,97.02489548566147
fengwu,24,0.75,139.37592371353517
cons_aiwp,24,1.0,45.30568209614959
pangu,48,1.25,13.457881149392806
fengwu,48,1.25,17.904502138240055
cons_aiwp,48,1.0,8.921330150406842
pangu,72,1.25,167.93631873953063
fengwu,72,1.25,29.48051071596525
cons_aiwp,72,1.0,96.74450327850923
pangu,24,1.0,48.60831132462591
fengwu,24,1.0,74.46687953936359
gru,24,0.5,164.87302299941618
transformer,24,0.5,183.81657269002517
cliper,24,0.25,287.859993353818
cons_aiwp,24,1.0,62.036570996196346
pangu,24,1.0,46.56709950216904
fengwu,24,1.0,83.45726015069114
gru,24,0.5,109.05745004108333
transformer,24,0.5,126.73139269906733
cliper,24,0.5,139.09992035406097
cons_aiwp,24,1.0,64.51660165778225
pangu,48,1.0,117.53733131611763
fengwu,48,1.0,58.031310124302436
gru,48,0.5,111.44904384362883
transformer,48,0.5,149.56303299801667
cliper,48,0.5,188.8998765456619
cons_aiwp,48,1.0,87.05825729464699
pangu,72,1.0,290.5206003958507
fengwu,72,1.0,117.83062261260014
gru,72,0.5,164.6264931861288
transformer,72,0.5,247.64960613188308
cliper,72,0.5,307.0060971741614
cons_aiwp,72,1.0,201.49685659118245
pangu,24,1.0,5.953197646486481
fengwu,24,1.0,43.97938225077766
gru,24,0.5,172.71856061525435
transformer,24,0.5,209.78457986969585
cliper,24,0.5,164.01033570686423
cons_aiwp,24,1.0,24.85275861878004
pangu,48,1.0,69.21734242776235
fengwu,48,1.0,43.487693347789865
gru,48,0.5,516.4089944942967
transformer,48,0.5,575.5072976911032
cliper,48,0.5,560.8502809455453
cons_aiwp,48,1.0,56.804692735949565
pangu,72,1.0,95.69384731798613
fengwu,72,1.0,41.76252318808205
gru,72,0.5,838.8616826225496
transformer,72,0.5,928.2214399090798
cliper,72,0.5,1023.4661197335828
cons_aiwp,72,1.0,58.74118543776727
pangu,24,1.0,57.78803063088669
fengwu,24,1.0,36.48992099117254
gru,24,0.5,197.24145000106722
transformer,24,0.5,215.9256754861966
cliper,24,0.5,179.38739142601014
cons_aiwp,24,1.0,45.85242229905204
pangu,48,1.0,105.82102934135233
fengwu,48,1.0,63.937082820621185
gru,48,0.5,558.6645974525925
transformer,48,0.5,570.8615534001386
cliper,48,0.5,573.5849066996226
cons_aiwp,48,1.0,82.70760907142795
pangu,72,1.0,247.26609218476693
fengwu,72,1.0,143.39882160590636
gru,72,0.5,1131.5847797614222
transformer,72,0.5,1139.9998487913626
cliper,72,0.5,1225.2536267362655
cons_aiwp,72,1.0,194.68031398993818
pangu,24,1.0,59.93354414973361
fengwu,24,1.0,72.67133444861564
gru,24,0.5,310.92387739376437
transformer,24,1.0,324.7520062319832
cliper,24,0.5,206.07075010695428
cons_aiwp,24,1.0,50.74249289045699
pangu,48,1.0,917.3116759837375
fengwu,48,1.0,371.953633464392
gru,48,0.5,415.54190258054837
transformer,48,1.0,418.6243520501466
cliper,48,0.5,304.8000452407232
cons_aiwp,48,1.0,641.2317395600303
pangu,24,1.0,44.71710161906175
fengwu,24,1.0,19.459112162797982
gru,24,0.5,130.19452352033628
transformer,24,0.5,154.37327957531923
cliper,24,1.0,84.27334526303497
cons_aiwp,24,1.0,16.025998601072775
pangu,48,1.0,143.39882160590636
fengwu,48,1.0,96.35280266544993
gru,48,0.5,534.5215812207888
transformer,48,0.5,549.9878260629173
cliper,48,1.0,409.0450295230901
cons_aiwp,48,1.0,115.97662548745106
pangu,72,1.0,184.88566228386168
fengwu,72,1.0,371.953633464392
gru,72,0.5,683.0368750878046
transformer,72,0.5,687.8182731449103
cliper,72,1.0,670.9870187670464
cons_aiwp,72,1.0,137.23794622123717
pangu,24,1.0,19.125306861160485
fengwu,24,1.0,67.09164881685024
gru,24,0.5,48.24642032113915
transformer,24,0.5,49.60844978140306
cliper,24,0.5,211.0477427666733
cons_aiwp,24,1.0,25.745512712154454
pangu,24,0.5,1027.0839726398294
fengwu,24,0.5,371.953633464392
gru,24,1.5,154.66702570759207
transformer,24,1.5,134.06719090159658
cliper,24,0.5,276.94849021661395
cons_aiwp,24,0.5,678.8283278317562
pangu,24,1.0,37.38167124632392
fengwu,24,1.0,27.31149206429507
gru,24,0.75,70.42235139883411
transformer,24,0.75,67.03656567982345
cliper,24,1.0,71.36479057643626
cons_aiwp,24,1.0,13.811737425258572
pangu,48,1.0,97.6208214170258
fengwu,48,1.0,47.61222955696985
gru,48,0.75,243.65420774104948
transformer,48,0.75,264.8492204699226
cliper,48,1.0,284.4750779784757
cons_aiwp,48,1.0,70.834286319468
pangu,72,1.0,57.3287493927106
fengwu,72,1.0,153.94866314104078
gru,72,0.75,155.4628121666969
transformer,72,0.75,116.7722741198976
cliper,72,1.0,176.47478573637395
cons_aiwp,72,1.0,100.87346327797687
pangu,24,1.0,16.88549920438498
fengwu,24,1.0,77.05357829974783
gru,24,0.5,332.7340780782953
transformer,24,0.5,364.2218491554462
cliper,24,1.0,269.27582876873976
cons_aiwp,24,1.0,37.414338700555525
pangu,48,1.0,106.09832278316043
fengwu,48,1.0,70.37574334080499
gru,48,0.5,559.4883154172674
transformer,48,0.5,609.6927676931404
cliper,48,1.0,463.60250696502345
cons_aiwp,48,1.0,84.38147521897854
pangu,72,1.0,394.1693979720767
fengwu,72,1.0,402.8039734684765
gru,72,0.5,196.19692166614706
transformer,72,0.5,263.24646677302604
cliper,72,1.0,128.40792716442772
cons_aiwp,72,1.0,396.38359074766794
pangu,24,0.5,15.300790311353555
fengwu,24,0.5,19.710431915695935
gru,24,1.5,146.52445335791106
transformer,24,1.5,172.48024434689145
cliper,24,1.5,137.8273208537854
cons_aiwp,24,0.5,10.739498524945347
pangu,48,0.5,57.396206035889904
fengwu,48,0.5,41.762523188080785
gru,48,1.5,315.5874609760957
transformer,48,1.5,375.5218648387739
cliper,48,1.5,385.8652891748283
cons_aiwp,48,0.5,13.909295686372378
pangu,24,1.0,133.2178454069825
fengwu,24,1.0,79.4496329146036
gru,24,0.5,45.082234882938444
transformer,24,0.5,47.1019794488448
cliper,24,1.0,105.7086052700066
cons_aiwp,24,1.0,106.09832278316043
pangu,48,1.0,268.00682378152055
fengwu,48,1.0,192.1334769946476
gru,48,0.5,454.69461010436885
transformer,48,0.5,438.10755015995545
cliper,48,1.0,561.6211780888298
cons_aiwp,48,1.0,230.50718403427817
pangu,72,1.0,541.2603979525119
fengwu,72,1.0,438.68343481385125
gru,72,0.5,1043.522286680125
transformer,72,0.5,1032.446283353555
cliper,72,1.0,1095.7166219504804
cons_aiwp,72,1.0,488.41311294590713
pangu,24,1.0,67.17735915728203
fengwu,24,1.0,80.1913489899376
gru,24,0.5,75.06713960828193
transformer,24,0.5,102.89336433263956
cliper,24,1.0,70.83400884205146
cons_aiwp,24,1.0,69.18653748358074
pangu,48,1.0,263.09886457958316
fengwu,48,1.0,138.73352280801106
gru,48,0.5,267.0857188229188
transformer,48,0.5,197.45642679925322
cliper,48,1.0,237.89961171088686
cons_aiwp,48,1.0,199.0997822493394
pangu,72,1.0,737.2119105043492
fengwu,72,1.0,683.3525552317736
gru,72,0.5,892.4723770136674
transformer,72,0.5,772.4084325534537
cliper,72,1.0,771.0158790052867
cons_aiwp,72,1.0,709.8489643208427
pangu,24,1.0,67.0941568446625
fengwu,24,1.0,61.208635300609025
gru,24,0.5,66.34235131246182
transformer,24,0.5,83.5185460518344
cliper,24,0.5,66.80651921927642
cons_aiwp,24,1.0,62.864076663054
pangu,48,1.0,220.43747545667554
fengwu,48,1.0,183.34069080672882
gru,48,0.5,292.70553864148457
transformer,48,0.5,360.5614528640572
cliper,48,0.5,87.48909454958421
cons_aiwp,48,1.0,201.14245138450403
pangu,72,1.0,373.6364397565907
fengwu,72,1.0,341.4624197082552
gru,72,0.5,646.8576555055257
